id,userID,type,startDate,endDate,distanceTravelled,created_at,numberOfBriskChunks,steps,userChanged
5c69f871aa51c1ca96d1a8ed,5c254cf064b33bac22c66fa3,3,2019-02-17 15:14:03,2019-02-17 15:19:09,0,2019-02-18 00:12:34,0,0,
5c69f871aa51c1ca96d1a8ef,5c254cf064b33bac22c66fa3,3,2019-02-17 15:29:25,2019-02-17 15:47:30,0,2019-02-18 00:12:34,0,0,
5c69f871aa51c1ca96d1a8f1,5c254cf064b33bac22c66fa3,3,2019-02-17 15:47:55,2019-02-17 15:57:11,0,2019-02-18 00:12:34,0,0,
5c69f871aa51c1ca96d1a8f3,5c254cf064b33bac22c66fa3,3,2019-02-17 15:57:48,2019-02-17 16:00:59,0,2019-02-18 00:12:34,0,0,
5c69f871aa51c1ca96d1a8f5,5c254cf064b33bac22c66fa3,3,2019-02-17 16:11:31,2019-02-17 16:46:07,0,2019-02-18 00:12:34,0,0,
5c69f871aa51c1ca96d1a8f7,5c254cf064b33bac22c66fa3,3,2019-02-17 16:48:55,2019-02-17 18:39:37,0,2019-02-18 00:12:34,0,0,
5c69f871aa51c1ca96d1a8f9,5c254cf064b33bac22c66fa3,3,2019-02-17 19:02:14,2019-02-17 20:33:03,0,2019-02-18 00:12:34,0,0,
5c69f871aa51c1ca96d1a8fb,5c254cf064b33bac22c66fa3,3,2019-02-17 20:58:33,2019-02-17 21:33:50,0,2019-02-18 00:12:34,0,0,
5c69f871aa51c1ca96d1a8fd,5c254cf064b33bac22c66fa3,3,2019-02-17 21:34:51,2019-02-17 23:00:59,0,2019-02-18 00:12:34,0,0,
5c6b5081aa51c1ca96f94189,5c254cf064b33bac22c66fa3,3,2019-02-18 04:23:58,2019-02-18 10:01:57,0,2019-02-19 00:40:33,0,0,
5c6b5081aa51c1ca96f9418b,5c254cf064b33bac22c66fa3,3,2019-02-18 10:03:50,2019-02-18 12:58:48,0,2019-02-19 00:40:33,0,0,
5c6b5081aa51c1ca96f9418d,5c254cf064b33bac22c66fa3,3,2019-02-18 13:07:09,2019-02-18 13:12:36,0,2019-02-19 00:40:33,0,0,
5c6d7755aa51c1ca9626faf6,5c254cf064b33bac22c66fa3,3,2019-02-19 10:54:49,2019-02-19 10:55:55,0,2019-02-20 15:50:45,0,0,
5c6d7755aa51c1ca9626faf8,5c254cf064b33bac22c66fa3,3,2019-02-19 11:01:06,2019-02-19 12:25:05,0,2019-02-20 15:50:45,0,0,
5c6d7755aa51c1ca9626fafa,5c254cf064b33bac22c66fa3,3,2019-02-19 12:40:09,2019-02-19 12:41:28,0,2019-02-20 15:50:45,0,0,
5c6d7755aa51c1ca9626fafc,5c254cf064b33bac22c66fa3,3,2019-02-19 12:55:35,2019-02-19 15:10:59,0,2019-02-20 15:50:45,0,0,
5c6d7755aa51c1ca9626fafe,5c254cf064b33bac22c66fa3,3,2019-02-19 15:12:03,2019-02-19 15:40:43,0,2019-02-20 15:50:45,0,0,
5c6d7755aa51c1ca9626fb00,5c254cf064b33bac22c66fa3,3,2019-02-19 15:59:56,2019-02-19 16:51:21,0,2019-02-20 15:50:45,0,0,
5c6d7755aa51c1ca9626fb02,5c254cf064b33bac22c66fa3,3,2019-02-19 16:57:20,2019-02-19 17:57:26,0,2019-02-20 15:50:45,0,0,
5c6d7755aa51c1ca9626fb04,5c254cf064b33bac22c66fa3,3,2019-02-19 18:03:39,2019-02-19 18:10:45,0,2019-02-20 15:50:45,0,0,
5c6d7755aa51c1ca9626fb06,5c254cf064b33bac22c66fa3,3,2019-02-19 18:14:20,2019-02-19 18:30:15,0,2019-02-20 15:50:45,0,0,
5c6e8dac85a8156da5cb3848,5c254cf064b33bac22c66fa3,3,2019-02-20 17:03:49,2019-02-20 17:04:50,0,2019-02-21 11:38:20,0,0,
5c6e8dac85a8156da5cb384a,5c254cf064b33bac22c66fa3,3,2019-02-20 17:20:04,2019-02-20 19:40:50,0,2019-02-21 11:38:20,0,0,
5c6f4c0f85a8156da5d7726c,5c254cf064b33bac22c66fa3,3,2019-02-21 16:59:49,2019-02-21 17:55:35,0,2019-02-22 01:14:15,0,0,
5c6f4c0f85a8156da5d7726e,5c254cf064b33bac22c66fa3,3,2019-02-21 17:58:24,2019-02-21 18:04:08,0,2019-02-22 01:14:15,0,0,
5c6f4c0f85a8156da5d77270,5c254cf064b33bac22c66fa3,3,2019-02-21 18:05:37,2019-02-21 18:06:42,0,2019-02-22 01:14:15,0,0,
5c6f4c0f85a8156da5d77272,5c254cf064b33bac22c66fa3,3,2019-02-21 18:20:57,2019-02-21 19:00:08,0,2019-02-22 01:14:15,0,0,
5c7098e285a8156da5f1e737,5c254cf064b33bac22c66fa3,3,2019-02-22 12:04:04,2019-02-22 12:54:02,0,2019-02-23 00:50:43,0,0,
5c7098e285a8156da5f1e739,5c254cf064b33bac22c66fa3,3,2019-02-22 12:59:34,2019-02-22 13:01:56,0,2019-02-23 00:50:43,0,0,
5c7098e285a8156da5f1e73b,5c254cf064b33bac22c66fa3,3,2019-02-22 13:03:33,2019-02-22 13:05:55,0,2019-02-23 00:50:43,0,0,
5c7098e285a8156da5f1e73d,5c254cf064b33bac22c66fa3,3,2019-02-22 13:09:38,2019-02-22 14:10:16,0,2019-02-23 00:50:43,0,0,
5c7098e285a8156da5f1e73f,5c254cf064b33bac22c66fa3,3,2019-02-22 14:10:58,2019-02-22 15:14:52,0,2019-02-23 00:50:43,0,0,
5c7098e285a8156da5f1e741,5c254cf064b33bac22c66fa3,3,2019-02-22 15:15:34,2019-02-22 15:53:15,0,2019-02-23 00:50:43,0,0,
5c7098e285a8156da5f1e743,5c254cf064b33bac22c66fa3,3,2019-02-22 15:57:06,2019-02-22 17:24:51,0,2019-02-23 00:50:43,0,0,
5c7098e285a8156da5f1e745,5c254cf064b33bac22c66fa3,3,2019-02-22 17:45:31,2019-02-22 17:46:36,0,2019-02-23 00:50:43,0,0,
5c71deba85a8156da5ffc33a,5c254cf064b33bac22c66fa3,3,2019-02-23 13:27:36,2019-02-23 13:29:40,0,2019-02-24 00:00:58,0,0,
5c69f871aa51c1ca96d1a8ec,5c254cf064b33bac22c66fa3,7,2019-02-17 15:12:33,2019-02-17 15:14:03,0,2019-02-18 00:12:34,0,0,
5c69f871aa51c1ca96d1a8ee,5c254cf064b33bac22c66fa3,7,2019-02-17 15:19:09,2019-02-17 15:29:25,0,2019-02-18 00:12:34,0,0,
5c69f871aa51c1ca96d1a8f0,5c254cf064b33bac22c66fa3,7,2019-02-17 15:47:30,2019-02-17 15:47:55,0,2019-02-18 00:12:34,0,0,
5c69f871aa51c1ca96d1a8f2,5c254cf064b33bac22c66fa3,7,2019-02-17 15:57:11,2019-02-17 15:57:48,0,2019-02-18 00:12:34,0,0,
5c69f871aa51c1ca96d1a8f4,5c254cf064b33bac22c66fa3,7,2019-02-17 16:00:59,2019-02-17 16:11:31,0,2019-02-18 00:12:34,0,0,
5c69f871aa51c1ca96d1a8f6,5c254cf064b33bac22c66fa3,7,2019-02-17 16:46:07,2019-02-17 16:48:55,0,2019-02-18 00:12:34,0,0,
5c69f871aa51c1ca96d1a8f8,5c254cf064b33bac22c66fa3,7,2019-02-17 18:39:37,2019-02-17 19:02:14,0,2019-02-18 00:12:34,0,0,
5c69f871aa51c1ca96d1a8fa,5c254cf064b33bac22c66fa3,7,2019-02-17 20:33:03,2019-02-17 20:58:33,0,2019-02-18 00:12:34,0,0,
5c69f871aa51c1ca96d1a8fc,5c254cf064b33bac22c66fa3,7,2019-02-17 21:33:50,2019-02-17 21:34:51,0,2019-02-18 00:12:34,0,0,
5c69f871aa51c1ca96d1a8fe,5c254cf064b33bac22c66fa3,7,2019-02-17 23:00:59,2019-02-17 23:02:13,0,2019-02-18 00:12:34,0,0,
5c6b5081aa51c1ca96f94188,5c254cf064b33bac22c66fa3,7,2019-02-18 04:22:54,2019-02-18 04:23:58,0,2019-02-19 00:40:33,0,0,
5c6b5081aa51c1ca96f9418a,5c254cf064b33bac22c66fa3,7,2019-02-18 10:01:57,2019-02-18 10:03:50,0,2019-02-19 00:40:33,0,0,
5c6b5081aa51c1ca96f9418c,5c254cf064b33bac22c66fa3,7,2019-02-18 12:58:48,2019-02-18 13:07:09,0,2019-02-19 00:40:33,0,0,
5c6b5081aa51c1ca96f9418e,5c254cf064b33bac22c66fa3,7,2019-02-18 13:12:36,2019-02-18 13:20:08,0,2019-02-19 00:40:33,0,0,
5c6d7755aa51c1ca9626faf5,5c254cf064b33bac22c66fa3,7,2019-02-19 10:39:43,2019-02-19 10:54:49,0,2019-02-20 15:50:45,0,0,
5c6d7755aa51c1ca9626faf7,5c254cf064b33bac22c66fa3,7,2019-02-19 10:55:55,2019-02-19 11:01:06,0,2019-02-20 15:50:45,0,0,
5c6d7755aa51c1ca9626faf9,5c254cf064b33bac22c66fa3,7,2019-02-19 12:25:05,2019-02-19 12:40:09,0,2019-02-20 15:50:45,0,0,
5c6d7755aa51c1ca9626fafb,5c254cf064b33bac22c66fa3,7,2019-02-19 12:41:28,2019-02-19 12:55:35,0,2019-02-20 15:50:45,0,0,
5c6d7755aa51c1ca9626fafd,5c254cf064b33bac22c66fa3,7,2019-02-19 15:10:59,2019-02-19 15:12:03,0,2019-02-20 15:50:45,0,0,
5c6d7755aa51c1ca9626faff,5c254cf064b33bac22c66fa3,7,2019-02-19 15:40:43,2019-02-19 15:59:56,0,2019-02-20 15:50:45,0,0,
5c6d7755aa51c1ca9626fb01,5c254cf064b33bac22c66fa3,7,2019-02-19 16:51:21,2019-02-19 16:57:20,0,2019-02-20 15:50:45,0,0,
5c6d7755aa51c1ca9626fb03,5c254cf064b33bac22c66fa3,7,2019-02-19 17:57:26,2019-02-19 18:03:39,0,2019-02-20 15:50:45,0,0,
5c6d7755aa51c1ca9626fb05,5c254cf064b33bac22c66fa3,7,2019-02-19 18:10:45,2019-02-19 18:14:20,0,2019-02-20 15:50:45,0,0,
5c6d7755aa51c1ca9626fb07,5c254cf064b33bac22c66fa3,7,2019-02-19 18:30:15,2019-02-19 18:37:59,0,2019-02-20 15:50:45,0,0,
5c6e8dac85a8156da5cb3847,5c254cf064b33bac22c66fa3,7,2019-02-20 17:01:59,2019-02-20 17:03:49,0,2019-02-21 11:38:20,0,0,
5c6e8dac85a8156da5cb3849,5c254cf064b33bac22c66fa3,7,2019-02-20 17:04:50,2019-02-20 17:20:04,0,2019-02-21 11:38:20,0,0,
5c6e8dac85a8156da5cb384b,5c254cf064b33bac22c66fa3,7,2019-02-20 19:40:50,2019-02-20 19:42:23,0,2019-02-21 11:38:20,0,0,
5c6f4c0f85a8156da5d7726b,5c254cf064b33bac22c66fa3,7,2019-02-21 16:39:40,2019-02-21 16:59:49,0,2019-02-22 01:14:15,0,0,
5c6f4c0f85a8156da5d7726d,5c254cf064b33bac22c66fa3,7,2019-02-21 17:55:35,2019-02-21 17:58:24,0,2019-02-22 01:14:15,0,0,
5c6f4c0f85a8156da5d7726f,5c254cf064b33bac22c66fa3,7,2019-02-21 18:04:08,2019-02-21 18:05:37,0,2019-02-22 01:14:15,0,0,
5c6f4c0f85a8156da5d77271,5c254cf064b33bac22c66fa3,7,2019-02-21 18:06:42,2019-02-21 18:20:57,0,2019-02-22 01:14:15,0,0,
5c6f4c0f85a8156da5d77273,5c254cf064b33bac22c66fa3,7,2019-02-21 19:00:08,2019-02-21 19:01:17,0,2019-02-22 01:14:15,0,0,
5c7098e285a8156da5f1e736,5c254cf064b33bac22c66fa3,7,2019-02-22 11:43:29,2019-02-22 12:04:04,0,2019-02-23 00:50:43,0,0,
5c7098e285a8156da5f1e738,5c254cf064b33bac22c66fa3,7,2019-02-22 12:54:02,2019-02-22 12:59:34,0,2019-02-23 00:50:43,0,0,
5c7098e285a8156da5f1e73a,5c254cf064b33bac22c66fa3,7,2019-02-22 13:01:56,2019-02-22 13:03:33,0,2019-02-23 00:50:43,0,0,
5c7098e285a8156da5f1e73c,5c254cf064b33bac22c66fa3,7,2019-02-22 13:05:55,2019-02-22 13:09:38,0,2019-02-23 00:50:43,0,0,
5c7098e285a8156da5f1e73e,5c254cf064b33bac22c66fa3,7,2019-02-22 14:10:16,2019-02-22 14:10:58,0,2019-02-23 00:50:43,0,0,
5c7098e285a8156da5f1e740,5c254cf064b33bac22c66fa3,7,2019-02-22 15:14:52,2019-02-22 15:15:34,0,2019-02-23 00:50:43,0,0,
5c7098e285a8156da5f1e742,5c254cf064b33bac22c66fa3,7,2019-02-22 15:53:15,2019-02-22 15:57:06,0,2019-02-23 00:50:43,0,0,
5c7098e285a8156da5f1e744,5c254cf064b33bac22c66fa3,7,2019-02-22 17:24:51,2019-02-22 17:45:31,0,2019-02-23 00:50:43,0,0,
5c7098e285a8156da5f1e746,5c254cf064b33bac22c66fa3,7,2019-02-22 17:46:36,2019-02-22 17:50:40,0,2019-02-23 00:50:43,0,0,
5c71deba85a8156da5ffc339,5c254cf064b33bac22c66fa3,7,2019-02-23 13:23:09,2019-02-23 13:27:36,0,2019-02-24 00:00:58,0,0,
5c71deba85a8156da5ffc33b,5c254cf064b33bac22c66fa3,7,2019-02-23 13:29:40,2019-02-23 13:34:45,0,2019-02-24 00:00:58,0,0,
5c740f7485a8156da51c58f8,5c254cf064b33bac22c66fa3,7,2019-02-24 20:50:59,2019-02-24 20:52:35,0,2019-02-25 15:53:24,0,0,
